CustomerId,Recency,Frequency,Monetary_Total,Monetary_Mean,Monetary_Std,ChannelId,Cluster,Risk_Label
CustomerId_1053,89,7,13788.0,1969.7142857142858,1911.4446294435452,ChannelId_3,2,1
CustomerId_1054,4,52,159000.0,3057.6923076923076,6112.9647232247835,ChannelId_3,1,0
CustomerId_1055,81,5,5850.0,1170.0,1338.6560424545207,ChannelId_3,2,1
CustomerId_1056,55,4,5500.0,1375.0,1108.6778913041726,ChannelId_3,0,0
CustomerId_1057,90,2,4504.0,2252.0,3886.258869401265,ChannelId_2,2,1
CustomerId_1058,4,29,13815.0,476.37931034482756,597.271917841752,ChannelId_3,1,0
CustomerId_1059,11,9,40000.0,4444.444444444444,6463.573143221772,ChannelId_3,1,0
CustomerId_1063,1,12,13325.0,1110.4166666666667,1608.6590383033788,ChannelId_3,1,0
CustomerId_1064,5,42,191650.0,4563.0952380952385,6424.71627468643,ChannelId_3,1,0
CustomerId_1068,52,1,500.0,500.0,0.0,ChannelId_3,0,0
CustomerId_1070,25,1,5000.0,5000.0,0.0,ChannelId_3,0,0
CustomerId_1071,2,7,236290.0,33755.71428571428,57242.85162275515,ChannelId_3,1,0
CustomerId_1073,71,1,1000.0,1000.0,0.0,ChannelId_3,2,1
CustomerId_1074,4,46,167500.0,3641.304347826087,5656.405458001928,ChannelId_3,1,0
CustomerId_1078,46,6,19000.0,3166.6666666666665,7626.707459098367,ChannelId_2,0,0
CustomerId_1079,44,1,20000.0,20000.0,0.0,ChannelId_3,0,0
CustomerId_1080,30,1,5000.0,5000.0,0.0,ChannelId_3,0,0
CustomerId_1081,13,2,1500.0,750.0,353.5533905932738,ChannelId_3,1,0
CustomerId_1082,46,5,19000.0,3800.0,6685.805860178712,ChannelId_3,0,0
CustomerId_1083,31,1,500.0,500.0,0.0,ChannelId_3,0,0
CustomerId_1084,70,1,10000.0,10000.0,0.0,ChannelId_3,2,1
CustomerId_1085,57,4,2900.0,725.0,1517.3990905493517,ChannelId_2,2,1
CustomerId_1086,4,32,77576.0,2424.25,4114.986567610265,ChannelId_3,1,0
CustomerId_1087,32,9,40000.0,4444.444444444444,6463.573143221772,ChannelId_3,0,0
CustomerId_1089,36,152,169651.5,1116.1282894736842,1695.0127365720368,ChannelId_3,0,0
CustomerId_1091,24,2,3000.0,1500.0,707.1067811865476,ChannelId_3,0,0
CustomerId_1092,18,16,65000.0,4062.5,5801.9393309478855,ChannelId_3,1,0
CustomerId_1093,32,55,42620.0,774.9090909090909,1912.920128366163,ChannelId_3,0,0
CustomerId_1094,24,7,32460.0,4637.142857142857,9189.939633979675,ChannelId_3,0,0
CustomerId_1095,11,11,4875.0,443.1818181818182,764.5334287239268,ChannelId_3,1,0
CustomerId_1096,6,784,1949226.0,2486.2576530612246,17819.372756509856,ChannelId_3,1,0
CustomerId_1098,2,1,20000.0,20000.0,0.0,ChannelId_3,1,0
CustomerId_1099,24,9,6180.0,686.6666666666666,843.8601779915912,ChannelId_3,0,0
CustomerId_11,83,1,-10000.0,-10000.0,0.0,ChannelId_2,2,1
CustomerId_1101,52,9,60000.0,6666.666666666667,5873.670062235366,ChannelId_3,0,0
CustomerId_1102,5,14,60000.0,4285.714285714285,6169.759644097497,ChannelId_3,1,0
CustomerId_1103,47,1,30000.0,30000.0,0.0,ChannelId_3,0,0
CustomerId_1104,4,10,40000.0,4000.0,9321.420969406376,ChannelId_2,1,0
CustomerId_1105,26,1,500.0,500.0,0.0,ChannelId_3,0,0
CustomerId_1106,87,1,10000.0,10000.0,0.0,ChannelId_3,2,1
CustomerId_1108,1,14,50000.0,3571.4285714285716,8741.715073003834,ChannelId_2,1,0
CustomerId_1109,46,8,39800.0,4975.0,6193.718015630262,ChannelId_3,0,0
CustomerId_1111,68,3,-20.0,-6.666666666666667,1000.0666644445926,ChannelId_2,2,1
CustomerId_1112,11,6,20000.0,3333.3333333333335,6088.2400303098,ChannelId_3,1,0
CustomerId_1113,64,23,29700.0,1291.304347826087,3184.930860313962,ChannelId_3,2,1
CustomerId_1114,0,57,52925.0,928.5087719298245,963.8325492311376,ChannelId_3,1,0
CustomerId_1116,4,8,5960.0,745.0,1039.2717230280607,ChannelId_3,1,0
CustomerId_1117,73,1,4000.0,4000.0,0.0,ChannelId_3,2,1
CustomerId_1118,0,24,70000.0,2916.6666666666665,6412.736421045005,ChannelId_3,1,0
CustomerId_1119,26,7,5450.0,778.5714285714286,410.13934914158835,ChannelId_3,0,0
CustomerId_1120,62,2,1960.0,980.0,1442.497833620557,ChannelId_2,2,1
CustomerId_1121,15,7,12097.02,1728.1457142857143,2428.372158867315,ChannelId_3,1,0
CustomerId_1122,64,1,1850000.0,1850000.0,0.0,ChannelId_3,2,1
CustomerId_1123,46,1,1000.0,1000.0,0.0,ChannelId_3,0,0
CustomerId_1124,32,6,19000.0,3166.6666666666665,7626.707459098367,ChannelId_2,0,0
CustomerId_1125,31,1,5000.0,5000.0,0.0,ChannelId_3,0,0
CustomerId_1127,4,37,92135.0,2490.135135135135,2946.553053637062,ChannelId_3,1,0
CustomerId_1129,74,2,1000.0,500.0,0.0,ChannelId_3,2,1
CustomerId_1130,77,4,3960.0,990.0,1833.1393836803572,ChannelId_2,2,1
CustomerId_1131,1,11,16550.0,1504.5454545454545,2194.9321795279398,ChannelId_3,1,0
CustomerId_1134,0,9,3380.0,375.55555555555554,430.80915470516385,ChannelId_3,1,0
CustomerId_1135,23,14,71000.0,5071.428571428572,10547.561043011032,ChannelId_3,1,0
CustomerId_1137,53,20,80000.0,4000.0,8911.199340392432,ChannelId_2,0,0
CustomerId_1140,44,3,3750.0,1250.0,3269.174207655505,ChannelId_2,0,0
CustomerId_1141,8,49,145465.0,2968.673469387755,5077.606347925152,ChannelId_3,1,0
CustomerId_1145,38,4,9500.0,2375.0,1887.4586088176875,ChannelId_3,0,0
CustomerId_1146,46,6,19000.0,3166.6666666666665,7626.707459098367,ChannelId_2,0,0
CustomerId_1147,11,18,80000.0,4444.444444444444,5843.268849682788,ChannelId_3,1,0
CustomerId_1150,73,2,2000.0,1000.0,0.0,ChannelId_3,2,1
CustomerId_1153,57,1,3000.0,3000.0,0.0,ChannelId_3,2,1
CustomerId_1154,0,9,5475.0,608.3333333333334,846.869234297716,ChannelId_3,1,0
CustomerId_1156,1,368,1488224.0,4044.086956521739,8121.07295048366,ChannelId_3,1,0
CustomerId_1158,88,8,30000.0,3750.0,7094.061903149301,ChannelId_2,2,1
CustomerId_1159,4,5,20000.0,4000.0,6745.368781616021,ChannelId_3,1,0
CustomerId_1160,0,15,48890.0,3259.3333333333335,6929.972651632974,ChannelId_3,1,0
CustomerId_1161,24,1,2500.0,2500.0,0.0,ChannelId_3,0,0
CustomerId_1162,5,7,4465.0,637.8571428571429,1176.4277040503353,ChannelId_3,1,0
CustomerId_1163,0,14,50000.0,3571.4285714285716,7303.4689936125105,ChannelId_3,1,0
CustomerId_1164,67,6,19000.0,3166.6666666666665,7626.707459098367,ChannelId_2,2,1
CustomerId_1165,35,5,54000.0,10800.0,14515.508947329405,ChannelId_3,0,0
CustomerId_1169,4,3,-50.0,-16.666666666666668,1000.4165798972613,ChannelId_2,1,0
CustomerId_1170,9,18,107074.0,5948.555555555556,14101.364348768951,ChannelId_3,1,0
CustomerId_1171,44,6,3925.0,654.1666666666666,1373.9010760119036,ChannelId_3,0,0
CustomerId_1172,13,84,235759.7,2806.6630952380956,4417.996239581807,ChannelId_3,1,0
CustomerId_1174,89,1,1000.0,1000.0,0.0,ChannelId_3,2,1
CustomerId_1175,0,241,8942702.5,37106.64937759336,359409.4007452866,ChannelId_3,1,0
CustomerId_1177,3,4,28878.0,7219.5,12439.0,ChannelId_3,1,0
CustomerId_1179,20,3,900.0,300.0,1539.4804318340653,ChannelId_2,1,0
CustomerId_1180,11,67,143406.0,2140.3880597014927,3254.1012488914794,ChannelId_3,1,0
CustomerId_1182,5,4,10000.0,2500.0,6757.711644237764,ChannelId_2,1,0
CustomerId_1183,19,18,45075.0,2504.1666666666665,5054.265016096918,ChannelId_3,1,0
CustomerId_1184,74,1,1000.0,1000.0,0.0,ChannelId_3,2,1
CustomerId_1186,76,4,5900.0,1475.0,2665.0515942472857,ChannelId_2,2,1
CustomerId_1187,54,7,39000.0,5571.428571428572,9431.456989902512,ChannelId_3,0,0
CustomerId_1189,37,2,3000.0,1500.0,707.1067811865476,ChannelId_3,0,0
CustomerId_1190,11,15,80000.0,5333.333333333333,6183.695920571712,ChannelId_3,1,0
CustomerId_1191,4,6,20500.0,3416.6666666666665,6200.134407145273,ChannelId_3,1,0
CustomerId_1192,4,22,41565.0,1889.3181818181818,3086.743659222275,ChannelId_3,1,0
CustomerId_1193,53,4,9000.0,2250.0,6601.767440112787,ChannelId_2,0,0
CustomerId_1194,54,4,9000.0,2250.0,6601.767440112787,ChannelId_2,0,0
CustomerId_1195,53,6,19000.0,3166.6666666666665,6047.037842337905,ChannelId_3,0,0
CustomerId_1196,47,6,19000.0,3166.6666666666665,6266.31204670392,ChannelId_2,0,0
CustomerId_1197,54,4,9000.0,2250.0,6601.767440112787,ChannelId_2,0,0
CustomerId_1198,54,4,9000.0,2250.0,6601.767440112787,ChannelId_2,0,0
CustomerId_12,83,1,-10000.0,-10000.0,0.0,ChannelId_2,2,1
CustomerId_1200,47,4,9000.0,2250.0,6601.767440112787,ChannelId_2,0,0
CustomerId_1201,1,173,542517.5,3135.9393063583816,8880.120804886395,ChannelId_3,1,0
CustomerId_1202,0,29,130000.0,4482.758620689655,6598.813148996527,ChannelId_3,1,0
CustomerId_1203,0,45,38530.0,856.2222222222222,1996.2786844172297,ChannelId_3,1,0
CustomerId_1204,46,4,9000.0,2250.0,6601.767440112787,ChannelId_2,0,0
CustomerId_1208,84,9,19770.0,2196.6666666666665,3365.0334322261942,ChannelId_3,2,1
CustomerId_1209,19,6,30000.0,5000.0,6511.528238439882,ChannelId_3,1,0
CustomerId_1210,76,3,25000.0,8333.333333333334,25181.01136438593,ChannelId_3,2,1
CustomerId_1211,84,2,200000.0,100000.0,0.0,ChannelId_3,2,1
CustomerId_1212,50,17,39000.0,2294.1176470588234,4928.992111506582,ChannelId_3,0,0
CustomerId_1214,6,44,104825.0,2382.3863636363635,5690.768175619785,ChannelId_3,1,0
CustomerId_1215,73,1,1000.0,1000.0,0.0,ChannelId_3,2,1
CustomerId_1217,47,9,29000.0,3222.222222222222,6255.553088612104,ChannelId_3,0,0
CustomerId_1218,0,72,139055.0,1931.3194444444443,1964.8128235863244,ChannelId_3,1,0
CustomerId_1219,25,6,3850.0,641.6666666666666,841.080654079421,ChannelId_2,0,0
CustomerId_1220,18,13,40000.0,3076.923076923077,5488.040610599537,ChannelId_3,1,0
CustomerId_1221,5,5,20000.0,4000.0,6745.368781616021,ChannelId_3,1,0
CustomerId_1222,9,45,82980.0,1844.0,7714.81533685792,ChannelId_3,1,0
CustomerId_1223,3,3,21500.0,7166.666666666667,11116.804097101529,ChannelId_3,1,0
CustomerId_1224,5,1,10000.0,10000.0,0.0,ChannelId_3,1,0
CustomerId_1225,8,1,1000.0,1000.0,0.0,ChannelId_3,1,0
CustomerId_1226,43,8,10700.0,1337.5,2290.4693842092715,ChannelId_2,0,0
CustomerId_1227,13,26,73233.6,2816.6769230769232,3686.5900224796023,ChannelId_3,1,0
CustomerId_1228,11,5,20000.0,4000.0,6745.368781616021,ChannelId_3,1,0
CustomerId_1229,15,3,-50.0,-16.666666666666668,1000.4165798972613,ChannelId_2,1,0
CustomerId_1231,36,1,2000.0,2000.0,0.0,ChannelId_3,0,0
CustomerId_1232,15,1,5000.0,5000.0,0.0,ChannelId_3,1,0
CustomerId_1233,27,1,1000.0,1000.0,0.0,ChannelId_3,0,0
CustomerId_1234,53,12,40000.0,3333.3333333333335,7270.404932243312,ChannelId_2,0,0
CustomerId_1235,46,6,19000.0,3166.6666666666665,6104.643041707408,ChannelId_3,0,0
CustomerId_1236,44,8,8765.0,1095.625,2169.185886620666,ChannelId_2,0,0
CustomerId_1237,28,1,1000.0,1000.0,0.0,ChannelId_3,0,0
CustomerId_1238,4,5,20000.0,4000.0,6745.368781616021,ChannelId_3,1,0
CustomerId_1240,44,6,34000.0,5666.666666666667,7527.72652709081,ChannelId_3,0,0
CustomerId_1241,25,7,30000.0,4285.714285714285,6102.302453836194,ChannelId_3,0,0
CustomerId_1242,5,152,842504.0,5542.789473684211,9263.462969135824,ChannelId_3,1,0
CustomerId_1244,87,1,5000.0,5000.0,0.0,ChannelId_3,2,1
CustomerId_1245,4,29,135000.0,4655.172413793103,6136.98310054335,ChannelId_3,1,0
CustomerId_1246,25,19,79000.0,4157.894736842105,6048.536626460769,ChannelId_3,0,0
CustomerId_1247,0,13,60000.0,4615.384615384615,9197.26826779254,ChannelId_3,1,0
CustomerId_1250,3,273,661899.15,2424.539010989011,4614.518775738537,ChannelId_3,1,0
CustomerId_1252,12,19,80000.0,4210.526315789473,6058.317949255305,ChannelId_3,1,0
CustomerId_1253,12,5,20000.0,4000.0,6745.368781616021,ChannelId_3,1,0
CustomerId_1256,32,6,20000.0,3333.3333333333335,7814.516406449389,ChannelId_2,0,0
CustomerId_1257,12,12,17025.0,1418.75,1903.8359901190877,ChannelId_3,1,0
CustomerId_1258,11,7,30000.0,4285.714285714285,6163.448323633065,ChannelId_3,1,0
CustomerId_1259,68,16,17213.5,1075.84375,1617.5299246974278,ChannelId_3,2,1
CustomerId_1260,5,9,40000.0,4444.444444444444,6463.573143221772,ChannelId_3,1,0
CustomerId_1262,25,9,10040.0,1115.5555555555557,791.5034919555173,ChannelId_3,0,0
CustomerId_1263,53,5,19000.0,3800.0,6685.805860178712,ChannelId_3,0,0
CustomerId_1265,21,97,250500.0,2582.4742268041236,4735.234238514465,ChannelId_3,1,0
CustomerId_1266,15,20,9470.0,473.5,476.74085424396253,ChannelId_3,1,0
CustomerId_1267,24,3,-20.0,-6.666666666666667,1000.0666644445926,ChannelId_2,0,0
CustomerId_1268,15,1,1000000.0,1000000.0,0.0,ChannelId_3,1,0
CustomerId_1269,75,3,2000.0,666.6666666666666,3785.9388972001825,ChannelId_2,2,1
CustomerId_1270,9,33,50904.0,1542.5454545454545,1915.43306282987,ChannelId_3,1,0
CustomerId_1271,17,6,5550.0,925.0,503.7360419902471,ChannelId_3,1,0
CustomerId_1272,53,3,4500.0,1500.0,866.0254037844386,ChannelId_3,0,0
CustomerId_1273,67,6,19000.0,3166.6666666666665,7626.707459098367,ChannelId_2,2,1
CustomerId_1274,43,1,5000.0,5000.0,0.0,ChannelId_3,0,0
CustomerId_1275,0,253,712156.5,2814.8478260869565,9503.242723171974,ChannelId_3,1,0
CustomerId_1276,5,86,581500.0,6761.627906976744,21603.4755842374,ChannelId_3,1,0
CustomerId_1277,1,60,160910.0,2681.8333333333335,7224.056208761435,ChannelId_3,1,0
CustomerId_1279,53,7,29000.0,4142.857142857143,7425.823667638301,ChannelId_3,0,0
CustomerId_1280,21,44,105203.0,2390.9772727272725,3286.966782214027,ChannelId_3,1,0
CustomerId_1281,4,30,180000.0,6000.0,9098.806287753849,ChannelId_3,1,0
CustomerId_1282,12,1,10000.0,10000.0,0.0,ChannelId_3,1,0
CustomerId_1283,74,19,17905.0,942.3684210526316,382.45685457844144,ChannelId_3,2,1
CustomerId_1285,75,4,2950.0,737.5,525.0,ChannelId_3,2,1
CustomerId_1286,16,28,74269.0,2652.464285714286,3371.4044631626152,ChannelId_3,1,0
CustomerId_1287,61,7,29000.0,4142.857142857143,7425.823667638301,ChannelId_3,2,1
CustomerId_1288,1,14,16370.0,1169.2857142857142,837.3260029193141,ChannelId_3,1,0
CustomerId_1294,4,12,64178.0,5348.166666666667,6787.470031185584,ChannelId_3,1,0
CustomerId_1295,61,15,92150.0,6143.333333333333,6625.676964514286,ChannelId_3,2,1
CustomerId_1296,51,3,-525.0,-175.0,761.1668673819164,ChannelId_2,0,0
CustomerId_1297,64,1,5000.0,5000.0,0.0,ChannelId_3,2,1
CustomerId_1298,28,20,407980.0,20399.0,43873.992044202416,ChannelId_3,0,0
CustomerId_1299,28,36,216780.0,6021.666666666667,14360.298743410596,ChannelId_2,0,0
CustomerId_13,83,1,-10000.0,-10000.0,0.0,ChannelId_2,2,1
CustomerId_1300,19,6,20000.0,3333.3333333333335,6088.2400303098,ChannelId_3,1,0
CustomerId_1301,11,18,90000.0,5000.0,6240.28656958863,ChannelId_3,1,0
CustomerId_1302,24,18,7740285.0,430015.8333333333,1235636.027663308,ChannelId_3,0,0
CustomerId_1303,4,21,100000.0,4761.9047619047615,6268.211562357815,ChannelId_3,1,0
CustomerId_1304,19,3,150000.0,50000.0,0.0,ChannelId_3,1,0
CustomerId_1306,64,61,61860.0,1014.0983606557377,1984.3446668435909,ChannelId_3,2,1
CustomerId_1307,25,17,253650.0,14920.588235294117,32368.421430189534,ChannelId_3,0,0
CustomerId_1308,34,15,148558.0,9903.866666666667,25991.4281745421,ChannelId_3,0,0
CustomerId_1310,12,1,10000.0,10000.0,0.0,ChannelId_3,1,0
CustomerId_1311,20,33,41740.0,1264.8484848484848,1393.6521741725078,ChannelId_3,1,0
CustomerId_1312,18,1,1000.0,1000.0,0.0,ChannelId_3,1,0
CustomerId_1313,46,6,19000.0,3166.6666666666665,7626.707459098367,ChannelId_2,0,0
CustomerId_1316,15,2,30000.0,15000.0,7071.067811865475,ChannelId_3,1,0
CustomerId_1317,9,10,45000.0,4500.0,6186.903731090195,ChannelId_3,1,0
CustomerId_1318,64,7,4986.0,712.2857142857143,1130.3754117232786,ChannelId_3,2,1
CustomerId_1320,78,2,10000.0,5000.0,0.0,ChannelId_3,2,1
CustomerId_1321,62,2,60000.0,30000.0,28284.2712474619,ChannelId_3,2,1
CustomerId_1322,61,6,2950.0,491.6666666666667,842.8621872326856,ChannelId_3,2,1
CustomerId_1323,11,15,60000.0,4000.0,6020.797289396148,ChannelId_3,1,0
CustomerId_1324,4,45,674696.0,14993.244444444445,35146.98168933866,ChannelId_3,1,0
CustomerId_1325,48,5,41280.0,8256.0,10833.867268893413,ChannelId_3,0,0
CustomerId_1326,46,3,13000.0,4333.333333333333,1154.7005383792514,ChannelId_3,0,0
CustomerId_1328,22,1,1000.0,1000.0,0.0,ChannelId_3,1,0
CustomerId_1329,1,7,32000.0,4571.428571428572,8263.517065131184,ChannelId_3,1,0
CustomerId_1330,11,7,40000.0,5714.285714285715,9516.902257112266,ChannelId_3,1,0
CustomerId_1331,18,12,66000.0,5500.0,5916.079783099616,ChannelId_3,1,0
CustomerId_1332,82,2,3000.0,1500.0,707.1067811865476,ChannelId_3,2,1
CustomerId_1335,11,113,200848.5,1777.4203539823009,4404.376749004483,ChannelId_3,1,0
CustomerId_1338,76,2,22000.0,11000.0,12727.922061357855,ChannelId_3,2,1
CustomerId_1339,46,5,19000.0,3800.0,6685.805860178712,ChannelId_3,0,0
CustomerId_1341,59,11,21560.0,1960.0,2140.1869077255847,ChannelId_3,2,1
CustomerId_1343,51,1,1000.0,1000.0,0.0,ChannelId_3,0,0
CustomerId_1349,53,7,8000.0,1142.857142857143,377.9644730092272,ChannelId_3,0,0
CustomerId_1351,79,15,95100.0,6340.0,14258.721641758173,ChannelId_3,2,1
CustomerId_1353,21,1,2000000.0,2000000.0,0.0,ChannelId_3,1,0
CustomerId_1355,57,5,10000.0,2000.0,0.0,ChannelId_3,2,1
CustomerId_1356,89,1,5000.0,5000.0,0.0,ChannelId_3,2,1
CustomerId_1357,26,1,100.0,100.0,0.0,ChannelId_3,0,0
CustomerId_1358,1,6,1950.0,325.0,986.6610360199697,ChannelId_2,1,0
CustomerId_1359,11,9,40000.0,4444.444444444444,6463.573143221772,ChannelId_3,1,0
CustomerId_1360,65,1,10000.0,10000.0,0.0,ChannelId_3,2,1
CustomerId_1361,81,9,10500.0,1166.6666666666667,2260.530911091463,ChannelId_3,2,1
CustomerId_1362,1,20,80000.0,4000.0,7156.153038874272,ChannelId_3,1,0
CustomerId_1363,53,1,5000.0,5000.0,0.0,ChannelId_3,0,0
CustomerId_1365,32,4,18500.0,4625.0,6209.87117418711,ChannelId_1,0,0
CustomerId_1366,22,5,900.0,180.0,843.0599029724993,ChannelId_2,1,0
CustomerId_1367,4,6,20000.0,3333.3333333333335,6088.2400303098,ChannelId_3,1,0
CustomerId_1369,67,6,19000.0,3166.6666666666665,7626.707459098367,ChannelId_2,2,1
CustomerId_1370,65,7,112850.0,16121.42857142857,23193.818449873972,ChannelId_3,2,1
CustomerId_1372,18,1,500.0,500.0,0.0,ChannelId_3,1,0
CustomerId_1373,38,1,10000.0,10000.0,0.0,ChannelId_3,0,0
CustomerId_1375,15,3,30000.0,10000.0,8660.254037844386,ChannelId_3,1,0
CustomerId_1376,39,2,220000.0,110000.0,127279.22061357855,ChannelId_3,0,0
CustomerId_1377,22,3,-20.0,-6.666666666666667,1000.0666644445926,ChannelId_2,1,0
CustomerId_1378,0,13,50000.0,3846.153846153846,8060.667402539258,ChannelId_3,1,0
CustomerId_1379,84,1,1000.0,1000.0,0.0,ChannelId_3,2,1
CustomerId_1380,0,20,80000.0,4000.0,7262.013639842819,ChannelId_3,1,0
CustomerId_1381,62,1,5000.0,5000.0,0.0,ChannelId_3,2,1
CustomerId_1382,1,20,12995.0,649.75,897.6262189504986,ChannelId_3,1,0
CustomerId_1384,24,3,7000.0,2333.3333333333335,577.3502691896258,ChannelId_3,0,0
CustomerId_1385,17,1,50000.0,50000.0,0.0,ChannelId_3,1,0
CustomerId_1386,82,1,1000.0,1000.0,0.0,ChannelId_3,2,1
CustomerId_1387,9,36,21900.0,608.3333333333334,769.1755883504661,ChannelId_3,1,0
CustomerId_1389,55,1,100000.0,100000.0,0.0,ChannelId_3,0,0
CustomerId_1390,21,1,500.0,500.0,0.0,ChannelId_3,1,0
CustomerId_1392,49,5,11260.0,2252.0,2489.4818738042663,ChannelId_2,0,0
CustomerId_1393,64,2,200.0,100.0,7212.489168102785,ChannelId_3,2,1
CustomerId_1394,71,1,10000.0,10000.0,0.0,ChannelId_3,2,1
CustomerId_1395,5,5,20000.0,4000.0,6745.368781616021,ChannelId_3,1,0
CustomerId_1396,67,7,29800.0,4257.142857142857,6127.222628798234,ChannelId_3,2,1
CustomerId_1397,0,10,6800.0,680.0,1369.8033111038646,ChannelId_2,1,0
CustomerId_1398,6,43,216771.0,5041.186046511628,10694.189856125065,ChannelId_3,1,0
CustomerId_14,83,1,-10000.0,-10000.0,0.0,ChannelId_2,2,1
CustomerId_1400,49,1,500.0,500.0,0.0,ChannelId_3,0,0
CustomerId_1402,32,6,9960.0,1660.0,2166.4717861075414,ChannelId_3,0,0
CustomerId_1404,4,2,4000.0,2000.0,0.0,ChannelId_3,1,0
CustomerId_1406,85,2,490.0,245.0,360.62445840513925,ChannelId_2,2,1
CustomerId_1407,11,18,85980.0,4776.666666666667,6531.834261792732,ChannelId_3,1,0
CustomerId_1408,48,1,1000.0,1000.0,0.0,ChannelId_3,0,0
CustomerId_1409,4,24,29889.0,1245.375,1915.7042935216775,ChannelId_3,1,0
CustomerId_1410,4,13,55000.0,4230.7692307692305,5035.7694902541325,ChannelId_3,1,0
CustomerId_1411,34,6,7000.0,1166.6666666666667,408.24829046386304,ChannelId_3,0,0
CustomerId_1413,2,140,491358.4,3509.7028571428573,6719.642394025806,ChannelId_3,1,0
CustomerId_1414,4,4,10000.0,2500.0,6757.711644237764,ChannelId_2,1,0
CustomerId_1415,0,52,21273.0,409.09615384615387,1649.0091767734211,ChannelId_3,1,0
CustomerId_1417,35,2,7000.0,3500.0,2121.3203435596424,ChannelId_3,0,0
CustomerId_1418,23,1,3500.0,3500.0,0.0,ChannelId_3,1,0
CustomerId_1419,26,9,34225.0,3802.777777777778,5534.782691709264,ChannelId_3,0,0
CustomerId_1420,61,10,11850.0,1185.0,1680.2513039555852,ChannelId_3,2,1
CustomerId_1421,13,10,29810.0,2981.0,6228.605069444611,ChannelId_3,1,0
CustomerId_1422,88,3,14000.0,4666.666666666667,7252.153703096296,ChannelId_3,2,1
CustomerId_1423,83,14,8360.0,597.1428571428571,883.2843306609763,ChannelId_3,2,1
CustomerId_1424,19,5,20000.0,4000.0,6745.368781616021,ChannelId_3,1,0
CustomerId_1425,0,36,58890.0,1635.8333333333333,5203.837251765003,ChannelId_2,1,0
CustomerId_1426,83,1,10000.0,10000.0,0.0,ChannelId_3,2,1
CustomerId_1427,53,30,120000.0,4000.0,7655.424040598882,ChannelId_3,0,0
CustomerId_1429,4,36,181640.0,5045.555555555556,9732.19999924975,ChannelId_3,1,0
CustomerId_1431,63,1,5000.0,5000.0,0.0,ChannelId_3,2,1
